"Speaker","Bigram","n","log_odds"
"BOOKER","stay and",1,0.325926101718621
"BOOKER","step back",1,0.231653749590958
"BOOKER","step fact",1,1.12820462189433
"BOOKER","Stephenson ph",1,1.12820462189433
"BOOKER","stepped up",1,0.42166602555845
"BOOKER","still can't",1,0.42166602555845
"BOOKER","still live",1,0.537240354134368
"BOOKER","stonewalling Congress",1,1.12820462189433
"BOOKER","stood for",1,0.199188497331602
"BOOKER","stop there",1,0.42166602555845
"BOOKER","stories about",1,0.489417902319759
"BOOKER","stories like",1,0.69388482160753
"BOOKER","story of",1,0.243525152601206
"BOOKER","Strategies like",1,1.12820462189433
"BOOKER","Street Fight",1,1.12820462189433
"BOOKER","Street's rankings",1,1.12820462189433
"BOOKER","strength is",1,0.291062124041259
"BOOKER","strip from",1,1.12820462189433
"BOOKER","Strom Thurmond",1,0.601399349977894
"BOOKER","strongest nation",1,0.291062124041259
"BOOKER","strongly about",1,0.237404439248455
"BOOKER","struggling and",1,0.42166602555845
"BOOKER","stubborn and",1,1.12820462189433
"BOOKER","student and",1,0.537240354134368
"BOOKER","sub standard",1,1.12820462189433
"BOOKER","subjecting himself",1,1.12820462189433
"BOOKER","sublimated to",1,1.12820462189433
"BOOKER","substantive plans",1,1.12820462189433
"BOOKER","suburbs It",1,1.12820462189433
"BOOKER","succeed at",1,0.69388482160753
"BOOKER","succeed in",1,0.243525152601206
"BOOKER","such courage",1,1.12820462189433
"BOOKER","suddenly make",1,0.843378476022345
"BOOKER","suffering today",1,0.843378476022345
"BOOKER","suicides We",1,1.12820462189433
"BOOKER","supervision then",1,1.12820462189433
"BOOKER","supervision today",1,1.12820462189433
"BOOKER","supporting licensing",1,1.12820462189433
"BOOKER","suppression and",1,1.12820462189433
"BOOKER","suppression of",1,0.843378476022345
"BOOKER","supremacy and",1,1.12820462189433
"BOOKER","supremacy We",1,1.12820462189433
"BOOKER","Sure There's",1,1.12820462189433
"BOOKER","surge at",1,0.843378476022345
"BOOKER","surrender our",1,0.69388482160753
"BOOKER","surrenders their",1,1.12820462189433
"BOOKER","survivors of",1,0.843378476022345
"BOOKER","switch because",1,1.12820462189433
"BOOKER","system And",1,0.153141884499838
"BOOKER","system because",1,0.272691409339073
"BOOKER","system But",1,0.340272396736359
"BOOKER","system I",1,0.199188497331602
"BOOKER","system is",1,0.0785899675552888
"BOOKER","system piloted",1,1.12820462189433
"BOOKER","system right",1,0.451995031021433
"BOOKER","system that's",1,0.243525152601206
"BOOKER","take all",1,0.203155388179382
"BOOKER","take away",1,0.116594277307541
"BOOKER","take first",1,0.69388482160753
"BOOKER","take issues",1,0.601399349977894
"BOOKER","take on",1,0.0392700492738579
"BOOKER","take to",1,0.143028676605769
"BOOKER","takes parents",1,1.12820462189433
"BOOKER","talked to",1,0.0737769059268518
"BOOKER","tapped It",1,1.12820462189433
"BOOKER","targeted by",1,1.12820462189433
"BOOKER","targeting the",1,0.489417902319759
"BOOKER","tariff battles",1,1.12820462189433
"BOOKER","tariffs on",1,0.356477778444
"BOOKER","tax or",1,0.250058956002656
"BOOKER","taxes and",1,0.0517683936845289
"BOOKER","team there",1,0.843378476022345
"BOOKER","temporary protected",1,0.843378476022345
"BOOKER","tenant lawyer",1,1.12820462189433
"BOOKER","tenant leaders",1,1.12820462189433
"BOOKER","tenants rights",1,1.12820462189433
"BOOKER","tens of",1,0.0845886062582528
"BOOKER","term president",1,0.313103650219254
"BOOKER","terms We",1,1.12820462189433
"BOOKER","terrorism and",1,0.184962969186218
"BOOKER","test of",1,0.199188497331602
"BOOKER","than all",1,0.203155388179382
"BOOKER","than anybody",1,0.127793810842913
"BOOKER","than he",1,0.151004431417966
"BOOKER","than if",1,0.537240354134368
"BOOKER","than just",1,0.115316262471908
"BOOKER","than that",1,0.0612484566849132
"BOOKER","than their",1,0.191771984250594
"BOOKER","than twice",1,0.451995031021433
"BOOKER","thank you",1,-0.0729118042093801
"BOOKER","thanks to",1,0.0845886062582528
"BOOKER","that affirms",1,1.12820462189433
"BOOKER","that and",1,-0.000664494530841305
"BOOKER","that And",1,0.0245780587206851
"BOOKER","that as",1,0.0170183490627151
"BOOKER","that because",1,0.0486157088804007
"BOOKER","that Because",1,0.272691409339073
"BOOKER","that bill",1,0.0957491349872408
"BOOKER","that Brian",1,0.69388482160753
"BOOKER","that but",1,0.0751143811504143
"BOOKER","that But",1,0.05039729233322
"BOOKER","that by",1,0.0957491349872408
"BOOKER","that can",1,0.0157120019208515
"BOOKER","that can't",1,0.216275933957595
"BOOKER","that come",1,0.127793810842913
"BOOKER","that community",1,0.281485344061399
"BOOKER","that did",1,0.195398473802711
"BOOKER","that do",1,0.167430099012573
"BOOKER","that don't",1,0.0903531191528882
"BOOKER","that Donald",1,0.162362243794073
"BOOKER","that done",1,0.216275933957595
"BOOKER","that election",1,0.340272396736359
"BOOKER","that everyone",1,0.144942057124316
"BOOKER","that everything",1,0.257056315349248
"BOOKER","that fights",1,0.601399349977894
"BOOKER","that finds",1,1.12820462189433
"BOOKER","that fire",1,1.12820462189433
"BOOKER","that First",1,0.451995031021433
"BOOKER","that frankly",1,0.272691409339073
"BOOKER","that gave",1,0.243525152601206
"BOOKER","that had",1,0.0612484566849132
"BOOKER","that honors",1,0.843378476022345
"BOOKER","that I'm",1,0.0164926032995726
"BOOKER","that I've",1,0.011459240661346
"BOOKER","that If",1,0.221119417078974
"BOOKER","that injustice",1,1.12820462189433
"BOOKER","that into",1,0.264576817694452
"BOOKER","that issue",1,0.130904999096158
"BOOKER","that it",1,-0.0479823112187751
"BOOKER","that it's",1,-0.000462677259468513
"BOOKER","that lead",1,0.356477778444
"BOOKER","that literally",1,0.42166602555845
"BOOKER","that made",1,0.146907389353231
"BOOKER","that my",1,0.0640080588392345
"BOOKER","that number",1,0.226236076495846
"BOOKER","that often",1,0.451995031021433
"BOOKER","that other",1,0.226236076495846
"BOOKER","that pay",1,0.325926101718621
"BOOKER","that point",1,0.0778791214893902
"BOOKER","that Racism",1,1.12820462189433
"BOOKER","that region",1,0.139348269800302
"BOOKER","that respect",1,0.325926101718621
"BOOKER","that reverses",1,1.12820462189433
"BOOKER","that serves",1,0.601399349977894
"BOOKER","that since",1,0.264576817694452
"BOOKER","that sometimes",1,0.264576817694452
"BOOKER","that started",1,0.313103650219254
"BOOKER","that systemic",1,1.12820462189433
"BOOKER","that takes",1,0.188297069894735
"BOOKER","that there",1,-0.032689491352042
"BOOKER","that these",1,0.0869948885880707
"BOOKER","that to",1,0.0279385062267146
"BOOKER","that tough",1,0.489417902319759
"BOOKER","that tries",1,0.537240354134368
"BOOKER","that understands",1,0.237404439248455
"BOOKER","that we're",1,-0.0411585759353686
"BOOKER","that were",1,0.0175484601727608
"BOOKER","that with",1,0.072467729844695
"BOOKER","that work",1,0.146907389353231
"BOOKER","that works",1,0.112831323702336
"BOOKER","that would",1,-0.0503151224513841
"BOOKER","that your",1,0.0705545611808498
"BOOKER","that's all",1,0.211681282228777
"BOOKER","that's assaulting",1,1.12820462189433
"BOOKER","that's broken",1,0.843378476022345
"BOOKER","that's champion",1,1.12820462189433
"BOOKER","that's enjoying",1,1.12820462189433
"BOOKER","that's exactly",1,0.119225672910042
"BOOKER","that's going",1,0.0447872622947883
"BOOKER","that's not",1,0.0139267295807093
"BOOKER","that's playing",1,0.843378476022345
"BOOKER","that's ultimately",1,1.12820462189433
"BOOKER","that's what",1,-0.0325598999312377
"BOOKER","That's what",1,-0.029518367804905
"BOOKER","the 1970s",1,0.340272396736359
"BOOKER","the ability",1,0.0550925321760955
"BOOKER","the actual",1,0.257056315349248
"BOOKER","the Affordable",1,0.124816794115109
"BOOKER","the aftermath",1,0.221119417078974
"BOOKER","the ag",1,0.843378476022345
"BOOKER","the agricultural",1,0.325926101718621
"BOOKER","the aisle",1,0.109270010140081
"BOOKER","the altar",1,0.601399349977894
"BOOKER","the Amazon",1,0.843378476022345
"BOOKER","the America",1,0.237404439248455
"BOOKER","the American",1,-0.138674781669304
"BOOKER","the anguish",1,1.12820462189433
"BOOKER","the attitude",1,0.374990933367303
"BOOKER","the belief",1,0.313103650219254
"BOOKER","the Biden",1,0.42166602555845
"BOOKER","the bill",1,0.0623374347019962
"BOOKER","the billions",1,0.39642859170907
"BOOKER","the blood",1,0.281485344061399
"BOOKER","the brave",1,0.451995031021433
"BOOKER","the call",1,0.281485344061399
"BOOKER","The call",1,1.12820462189433
"BOOKER","the campaign",1,0.0385208263278017
"BOOKER","the candidates",1,-0.0321698369873148
"BOOKER","the carnage",1,0.537240354134368
"BOOKER","the ceiling",1,0.537240354134368
"BOOKER","the challenge",1,0.170094656339635
"BOOKER","the checks",1,0.313103650219254
"BOOKER","the citizenry",1,0.843378476022345
"BOOKER","the climate",1,0.231653749590958
"BOOKER","the color",1,0.250058956002656
"BOOKER","the Congress",1,-0.0304567043769505
"BOOKER","the Constitution",1,-0.000664494530841305
"BOOKER","the country",1,-0.0860888186537983
"BOOKER","the courage",1,0.104802665214281
"BOOKER","the customs",1,1.12820462189433
"BOOKER","the Dagnab",1,1.12820462189433
"BOOKER","the damage",1,0.281485344061399
"BOOKER","the deal",1,0.11162281192818
"BOOKER","the Depression",1,0.356477778444
"BOOKER","The differences",1,0.601399349977894
"BOOKER","the disparities",1,0.601399349977894
"BOOKER","the dream",1,0.601399349977894
"BOOKER","the effect",1,0.199188497331602
"BOOKER","the end",1,-0.0153123532185152
"BOOKER","the environment",1,0.0550925321760955
"BOOKER","the equality",1,0.374990933367303
"BOOKER","the evidence",1,0.231653749590958
"BOOKER","The factory",1,1.12820462189433
"BOOKER","the flavor",1,0.69388482160753
"BOOKER","the floor",1,0.0822711517045458
"BOOKER","the from",1,0.537240354134368
"BOOKER","the global",1,0.15534281306564
"BOOKER","the gun",1,0.100621623592847
"BOOKER","the highest",1,0.0352577295625459
"BOOKER","the history",1,0.0374138196859897
"BOOKER","the homicide",1,0.843378476022345
"BOOKER","the hottest",1,0.537240354134368
"BOOKER","the house",1,0.199188497331602
"BOOKER","the ICE",1,0.843378476022345
"BOOKER","the ideal",1,0.42166602555845
"BOOKER","the incredibly",1,0.843378476022345
"BOOKER","The indicators",1,1.12820462189433
"BOOKER","the inner",1,0.126289192995286
"BOOKER","the Iran",1,0.159949132410226
"BOOKER","the Kool",1,1.12820462189433
"BOOKER","the Kyoto",1,0.374990933367303
"BOOKER","the language",1,0.167430099012573
"BOOKER","The last",1,0.144942057124316
"BOOKER","the law",1,-0.0221615293794524
"BOOKER","the lens",1,0.537240354134368
"BOOKER","the lesson",1,0.272691409339073
"BOOKER","The lesson",1,0.843378476022345
"BOOKER","the like",1,0.264576817694452
"BOOKER","the longest",1,0.231653749590958
"BOOKER","the lynching",1,1.12820462189433
"BOOKER","the mayor's",1,0.843378476022345
"BOOKER","the mission",1,0.184962969186218
"BOOKER","the need",1,0.0948174934791169
"BOOKER","the New",1,0.0771763098140779
"BOOKER","The New",1,0.148927257470471
"BOOKER","the northern",1,0.42166602555845
"BOOKER","the Northern",1,0.537240354134368
"BOOKER","the NRA",1,0.106998302171383
"BOOKER","the number",1,0.0186220964641584
"BOOKER","The number",1,0.291062124041259
"BOOKER","the Odds",1,1.12820462189433
"BOOKER","the ones",1,0.0565744184138577
"BOOKER","the Oscars",1,1.12820462189433
"BOOKER","the other",1,-0.0581217075493876
"BOOKER","the overhead",1,0.843378476022345
"BOOKER","the oxygen",1,0.843378476022345
"BOOKER","the pain",1,0.264576817694452
"BOOKER","the past",1,0.00678881242581514
"BOOKER","The people",1,0.083806562705551
"BOOKER","the person",1,0.0640080588392345
"BOOKER","the pharmaceutical",1,0.170094656339635
"BOOKER","the place",1,0.11789711465387
"BOOKER","the policy",1,0.104802665214281
"BOOKER","the political",1,0.0415741167902659
"BOOKER","The politics",1,0.843378476022345
"BOOKER","the poorer",1,0.537240354134368
"BOOKER","the poverty",1,0.211681282228777
"BOOKER","the present",1,0.124816794115109
"BOOKER","the president",1,-0.0808162271870431
"BOOKER","the prize",1,1.12820462189433
"BOOKER","the problem",1,-0.0325598999312377
"BOOKER","the problems",1,0.0233993955129951
"BOOKER","the processes",1,0.843378476022345
"BOOKER","the profits",1,0.301548854152277
"BOOKER","the projects",1,0.69388482160753
"BOOKER","The question",1,0.0324952393172267
"BOOKER","the racism",1,0.69388482160753
"BOOKER","the real",1,0.0342072835200921
"BOOKER","the reality",1,0.0751143811504143
"BOOKER","the redacted",1,1.12820462189433
"BOOKER","the reforms",1,0.356477778444
"BOOKER","the resources",1,0.11789711465387
"BOOKER","The results",1,0.601399349977894
"BOOKER","the Revolutionary",1,0.356477778444
"BOOKER","the right",1,-0.0731580287629239
"BOOKER","the room",1,0.195398473802711
"BOOKER","the second",1,0.0374138196859897
"BOOKER","the separation",1,0.281485344061399
"BOOKER","the situation",1,0.065147632690936
"BOOKER","the solutions",1,0.281485344061399
"BOOKER","the story",1,0.191771984250594
"BOOKER","the strongest",1,0.0822711517045458
"BOOKER","the sub",1,0.601399349977894
"BOOKER","the suburbs",1,0.42166602555845
"BOOKER","the suppression",1,1.12820462189433
"BOOKER","the test",1,0.188297069894735
"BOOKER","the the",1,0.0460369946686965
"BOOKER","the things",1,-0.0270516573329922
"BOOKER","the time",1,-0.0307227277059949
"BOOKER","the tired",1,1.12820462189433
"BOOKER","the town",1,0.281485344061399
"BOOKER","the urgency",1,0.489417902319759
"BOOKER","the VA",1,0.264576817694452
"BOOKER","the values",1,0.130904999096158
"BOOKER","the vice",1,0.0295278619786615
"BOOKER","the view",1,0.237404439248455
"BOOKER","The way",1,0.123375380258244
"BOOKER","the wealthiest",1,0.100621623592847
"BOOKER","the worst",1,0.0385208263278017
"BOOKER","their American",1,0.843378476022345
"BOOKER","their communities",1,0.340272396736359
"BOOKER","their constituency",1,1.12820462189433
"BOOKER","their genius",1,0.843378476022345
"BOOKER","Their health",1,1.12820462189433
"BOOKER","their mics",1,1.12820462189433
"BOOKER","their neighborhood",1,0.537240354134368
"BOOKER","their nuclear",1,0.175712892254682
"BOOKER","their parents",1,0.126289192995286
"BOOKER","their prescription",1,0.489417902319759
"BOOKER","their school",1,0.451995031021433
"BOOKER","their skin",1,0.374990933367303
"BOOKER","their this",1,1.12820462189433
"BOOKER","them home",1,0.221119417078974
"BOOKER","them I've",1,0.39642859170907
"BOOKER","them That's",1,0.250058956002656
"BOOKER","them the",1,0.0680926475305334
"BOOKER","them to",1,-0.0377068245973369
"BOOKER","them up",1,0.104802665214281
"BOOKER","themselves We're",1,0.69388482160753
"BOOKER","then all",1,0.264576817694452
"BOOKER","then dodge",1,1.12820462189433
"BOOKER","then finally",1,0.272691409339073
"BOOKER","Then it",1,0.489417902319759
"BOOKER","then there's",1,0.301548854152277
"BOOKER","then unfortunately",1,0.843378476022345
"BOOKER","then we",1,0.00861709886782579
"BOOKER","there it",1,0.39642859170907
"BOOKER","there This",1,0.374990933367303
"BOOKER","there to",1,0.0705545611808498
"BOOKER","There was",1,0.0757941044620791
"BOOKER","there We",1,0.143028676605769
"BOOKER","there who",1,0.151004431417966
"BOOKER","there Yeah",1,1.12820462189433
"BOOKER","there's a",1,-0.0246463170061925
"BOOKER","There's an",1,0.281485344061399
"BOOKER","there's ever",1,0.601399349977894
"BOOKER","There's more",1,0.69388482160753
"BOOKER","There's no",1,0.0771763098140779
"BOOKER","there's nothing",1,0.15534281306564
"BOOKER","there's one",1,0.172853565140168
"BOOKER","There's one",1,0.301548854152277
"BOOKER","there's over",1,1.12820462189433
"BOOKER","these 17,000",1,1.12820462189433
"BOOKER","these are",1,0.0565744184138577
"BOOKER","these awful",1,1.12820462189433
"BOOKER","these mass",1,0.537240354134368
"BOOKER","these problems",1,0.11789711465387
"BOOKER","these sentences",1,1.12820462189433
"BOOKER","They can't",1,0.15534281306564
"BOOKER","they charge",1,1.12820462189433
"BOOKER","they do",1,0.0211062494395118
"BOOKER","they don't",1,-0.00953394400390743
"BOOKER","They don't",1,0.0531709516983355
"BOOKER","they fight",1,0.489417902319759
"BOOKER","they need",1,0.018083015609044
"BOOKER","They need",1,0.146907389353231
"BOOKER","they often",1,0.489417902319759
"BOOKER","they saw",1,0.313103650219254
"BOOKER","They should",1,0.11789711465387
"BOOKER","They stand",1,0.69388482160753
"BOOKER","they want",1,-0.00846315352817769
"BOOKER","they're also",1,0.537240354134368
"BOOKER","They're disproportionately",1,1.12820462189433
"BOOKER","They're hosting",1,1.12820462189433
"BOOKER","they're tired",1,1.12820462189433
"BOOKER","they're trying",1,0.181759967681409
"BOOKER","thing that",1,0.0144317641743762
"BOOKER","thing they",1,0.313103650219254
"BOOKER","thing we",1,0.0612484566849132
"BOOKER","things accomplished",1,0.843378476022345
"BOOKER","things First",1,0.257056315349248
"BOOKER","things immediately",1,1.12820462189433
"BOOKER","things that",1,-0.0500006824171107
"BOOKER","things whether",1,0.69388482160753
"BOOKER","Think about",1,0.211681282228777
"BOOKER","think I",1,0.0222424029190251
"BOOKER","think that",1,-0.116097416760386
"BOOKER","think thought",1,1.12820462189433
"BOOKER","think we",1,-0.0811961420766864
"BOOKER","thinking about",1,0.109270010140081
"BOOKER","this a",1,0.141164833614329
"BOOKER","this and",1,0.0522323468221107
"BOOKER","this as",1,0.119225672910042
"BOOKER","this be",1,0.356477778444
"BOOKER","this better",1,0.489417902319759
"BOOKER","this broken",1,0.601399349977894
"BOOKER","this campaign",1,-0.0112830013124503
"BOOKER","this comes",1,0.313103650219254
"BOOKER","this corporate",1,0.69388482160753
"BOOKER","this economy",1,0.0396481112323311
"BOOKER","this entire",1,0.291062124041259
"BOOKER","this factory",1,1.12820462189433
"BOOKER","this field",1,0.226236076495846
"BOOKER","this has",1,0.104802665214281
"BOOKER","This has",1,0.130904999096158
"BOOKER","this hell",1,1.12820462189433
"BOOKER","this hostility",1,1.12820462189433
"BOOKER","this idea",1,0.153141884499838
"BOOKER","This isn't",1,0.191771984250594
"BOOKER","this moment",1,0.243525152601206
"BOOKER","this month",1,0.272691409339073
"BOOKER","this must",1,0.69388482160753
"BOOKER","this neighborhood",1,1.12820462189433
"BOOKER","this on",1,0.170094656339635
"BOOKER","this one",1,0.0640080588392345
"BOOKER","this opioid",1,0.843378476022345
"BOOKER","this outrageous",1,0.601399349977894
"BOOKER","this panel",1,0.250058956002656
"BOOKER","this party",1,0.143028676605769
"BOOKER","this pitting",1,1.12820462189433
"BOOKER","this really",1,0.374990933367303
"BOOKER","this should",1,0.325926101718621
"BOOKER","this state",1,0.0699297987466443
"BOOKER","this system",1,0.203155388179382
"BOOKER","this the",1,0.123375380258244
"BOOKER","this tired",1,1.12820462189433
"BOOKER","this town",1,0.42166602555845
"BOOKER","this We",1,0.121963783487145
"BOOKER","this When",1,0.313103650219254
"BOOKER","this with",1,0.191771984250594
"BOOKER","those are",1,0.0693113058663863
"BOOKER","those fights",1,1.12820462189433
"BOOKER","those instances",1,0.69388482160753
"BOOKER","those laws",1,0.243525152601206
"BOOKER","those policies",1,0.489417902319759
"BOOKER","those Republicans",1,0.537240354134368
"BOOKER","those times",1,0.843378476022345
"BOOKER","those who",1,-0.017562225186277
"BOOKER","though I",1,0.195398473802711
"BOOKER","thought was",1,0.216275933957595
"BOOKER","thoughts and",1,0.42166602555845
"BOOKER","threat right",1,0.69388482160753
"BOOKER","threat to",1,0.0499470070133802
"BOOKER","threaten our",1,0.340272396736359
"BOOKER","threatening to",1,0.356477778444
"BOOKER","three percent",1,0.489417902319759
"BOOKER","through if",1,0.537240354134368
"BOOKER","Thurmond had",1,0.843378476022345
"BOOKER","time A",1,0.601399349977894
"BOOKER","time for",1,0.0136756909672846
"BOOKER","time If",1,0.451995031021433
"BOOKER","time jobs",1,0.313103650219254
"BOOKER","time taking",1,0.843378476022345
"BOOKER","times more",1,0.325926101718621
"BOOKER","times where",1,0.601399349977894
"BOOKER","tires on",1,1.12820462189433
"BOOKER","to 50",1,0.272691409339073
"BOOKER","to activate",1,1.12820462189433
"BOOKER","to affirm",1,0.843378476022345
"BOOKER","to antitrust",1,1.12820462189433
"BOOKER","to arrest",1,0.69388482160753
"BOOKER","to Baltimore",1,0.843378476022345
"BOOKER","to battling",1,1.12820462189433
"BOOKER","to begin",1,0.0363263538192022
"BOOKER","to better",1,0.226236076495846
"BOOKER","to buy",1,0.0335167727587565
"BOOKER","to by",1,0.231653749590958
"BOOKER","to call",1,0.0869948885880707
"BOOKER","to capture",1,0.374990933367303
"BOOKER","to change",1,-0.0234872840905258
"BOOKER","to citizenship",1,0.0986281496304983
"BOOKER","to compare",1,0.281485344061399
"BOOKER","to compete",1,0.11162281192818
"BOOKER","to correct",1,0.157610658577503
"BOOKER","to corybooker.com",1,1.12820462189433
"BOOKER","to dealing",1,0.374990933367303
"BOOKER","to destabilize",1,0.340272396736359
"BOOKER","to drive",1,0.181759967681409
"BOOKER","to each",1,0.148927257470471
"BOOKER","to education",1,0.132514413827188
"BOOKER","to end",1,0.0149407985173776
"BOOKER","to everybody",1,0.123375380258244
"BOOKER","to far",1,0.69388482160753
"BOOKER","to find",1,0.00769658232341755
"BOOKER","to focus",1,0.0853805142176455
"BOOKER","to follow",1,0.0555825146930473
"BOOKER","to foreign",1,0.148927257470471
"BOOKER","to greet",1,0.843378476022345
"BOOKER","to gun",1,0.325926101718621
"BOOKER","to guns",1,0.489417902319759
"BOOKER","to gut",1,0.843378476022345
"BOOKER","to having",1,0.221119417078974
"BOOKER","to heal",1,0.250058956002656
"BOOKER","to healthcare",1,0.537240354134368
"BOOKER","to help",1,-0.0532979528094438
"BOOKER","to high",1,0.356477778444
"BOOKER","to hit",1,0.250058956002656
"BOOKER","to I",1,0.124816794115109
"BOOKER","to influence",1,0.237404439248455
"BOOKER","to insulin",1,1.12820462189433
"BOOKER","to insurers",1,1.12820462189433
"BOOKER","to just",1,0.0793090261003474
"BOOKER","to justice",1,0.243525152601206
"BOOKER","to keep",1,-0.0473349865311984
"BOOKER","to lead",1,0.0144317641743762
"BOOKER","to learn",1,0.0921014633858771
"BOOKER","to leverage",1,0.69388482160753
"BOOKER","to not",1,0.0705545611808498
"BOOKER","to offer",1,0.164854331382196
"BOOKER","to our",1,-0.0490504793724575
"BOOKER","to pay",1,-0.041970454837523
"BOOKER","to personally",1,1.12820462189433
"BOOKER","to pit",1,0.601399349977894
"BOOKER","to poverty",1,0.489417902319759
"BOOKER","to privilege",1,1.12820462189433
"BOOKER","to pull",1,0.148927257470471
"BOOKER","to rationalize",1,0.69388482160753
"BOOKER","to rejoin",1,1.12820462189433
"BOOKER","to reverse",1,0.203155388179382
"BOOKER","to run",1,0.0236919961574072
"BOOKER","to Russians",1,0.843378476022345
"BOOKER","to save",1,0.0531709516983355
"BOOKER","to secure",1,0.092994007637216
"BOOKER","to seeing",1,0.39642859170907
"BOOKER","to serve",1,0.0757941044620791
"BOOKER","to shift",1,0.203155388179382
"BOOKER","to show",1,0.0517683936845289
"BOOKER","to slavery",1,0.601399349977894
"BOOKER","to some",1,0.0800364809202495
"BOOKER","to someone",1,0.231653749590958
"BOOKER","to start",1,-0.0138279316396323
"BOOKER","to succeed",1,0.144942057124316
"BOOKER","to suddenly",1,0.489417902319759
"BOOKER","to switch",1,0.231653749590958
"BOOKER","to their",1,0.050850918260965
"BOOKER","to these",1,0.0921014633858771
"BOOKER","to this",1,-0.0391528782540225
"BOOKER","to thousands",1,0.601399349977894
"BOOKER","to threaten",1,0.301548854152277
"BOOKER","to translate",1,0.42166602555845
"BOOKER","to truly",1,0.451995031021433
"BOOKER","to trust",1,0.257056315349248
"BOOKER","to us",1,0.0170183490627151
"BOOKER","to visit",1,0.291062124041259
"BOOKER","to Wall",1,0.237404439248455
"BOOKER","to war",1,0.0301751391077433
"BOOKER","to what",1,0.0144317641743762
"BOOKER","to whose",1,1.12820462189433
"BOOKER","today and",1,0.105891271308677
"BOOKER","today than",1,0.132514413827188
"BOOKER","today we",1,0.211681282228777
"BOOKER","together as",1,0.172853565140168
"BOOKER","together We",1,0.237404439248455
"BOOKER","tonight we",1,0.211681282228777
"BOOKER","too many",1,0.0628892671822073
"BOOKER","too much",1,0.0254768054262454
"BOOKER","took on",1,0.137576869904239
"BOOKER","took responsibility",1,0.451995031021433
"BOOKER","took us",1,0.281485344061399
"BOOKER","toss for",1,1.12820462189433
"BOOKER","tough fights",1,1.12820462189433
"BOOKER","tough on",1,0.184962969186218
"BOOKER","tough problems",1,0.489417902319759
"BOOKER","toughest problems",1,0.69388482160753
"BOOKER","towards the",1,0.313103650219254
"BOOKER","town I",1,0.489417902319759
"BOOKER","town two",1,1.12820462189433
"BOOKER","trade and",1,0.148927257470471
"BOOKER","Trade Commission",1,0.451995031021433
"BOOKER","trade deals",1,0.116594277307541
"BOOKER","trade he's",1,1.12820462189433
"BOOKER","trade to",1,0.69388482160753
"BOOKER","tragedies but",1,1.12820462189433
"BOOKER","trail But",1,1.12820462189433
"BOOKER","transformative change",1,1.12820462189433
"BOOKER","transformed our",1,0.843378476022345
"BOOKER","translate that",1,0.537240354134368
"BOOKER","transparency into",1,1.12820462189433
"BOOKER","treated issues",1,1.12820462189433
"BOOKER","treats you",1,1.12820462189433
"BOOKER","Triangle Not",1,1.12820462189433
"BOOKER","triangle to",1,1.12820462189433
"BOOKER","tries to",1,0.231653749590958
"BOOKER","troops home",1,0.0948174934791169
"BOOKER","troops in",1,0.065147632690936
"BOOKER","troops out",1,0.0830341523627384
"BOOKER","troops overseas",1,0.537240354134368
"BOOKER","Trudeau's hair",1,1.12820462189433
"BOOKER","truly violate",1,1.12820462189433
"BOOKER","Trump a",1,0.313103650219254
"BOOKER","Trump And",1,0.537240354134368
"BOOKER","Trump as",1,0.340272396736359
"BOOKER","Trump from",1,0.69388482160753
"BOOKER","Trump it's",1,0.537240354134368
"BOOKER","Trump seems",1,1.12820462189433
"BOOKER","Trump That's",1,0.843378476022345
"BOOKER","Trump the",1,0.451995031021433
"BOOKER","Trump wants",1,0.489417902319759
"BOOKER","Trump Well",1,1.12820462189433
"BOOKER","Trump's a",1,1.12820462189433
"BOOKER","Trump's America",1,0.843378476022345
"BOOKER","trust people",1,0.489417902319759
"BOOKER","truth and",1,0.216275933957595
"BOOKER","truth of",1,0.178679270319401
"BOOKER","truth will",1,0.843378476022345
"BOOKER","try harder",1,0.69388482160753
"BOOKER","turf and",1,0.843378476022345
"BOOKER","turned around",1,0.250058956002656
"BOOKER","tweet as",1,1.12820462189433
"BOOKER","tweets out",1,1.12820462189433
"BOOKER","twice the",1,0.313103650219254
"BOOKER","two civil",1,0.843378476022345
"BOOKER","two have",1,0.69388482160753
"BOOKER","two I",1,0.221119417078974
"BOOKER","two years",1,0.0586078300555103
"BOOKER","UAW worker",1,0.843378476022345
"BOOKER","ultimately going",1,0.843378476022345
"BOOKER","Um ph",1,1.12820462189433
"BOOKER","unaffordable insulin",1,1.12820462189433
"BOOKER","under God",1,0.301548854152277
"BOOKER","under his",1,0.243525152601206
"BOOKER","under this",1,0.120580897380289
"BOOKER","under threat",1,0.489417902319759
"BOOKER","underestimate or",1,1.12820462189433
"BOOKER","underfunded schools",1,1.12820462189433
"BOOKER","understand the",1,0.0536457141357297
"BOOKER","understanding that",1,0.191771984250594
"BOOKER","understands that",1,0.157610658577503
"BOOKER","unfortunately another",1,1.12820462189433
"BOOKER","unify people",1,1.12820462189433
"BOOKER","unify we",1,1.12820462189433
"BOOKER","unilaterally I'm",1,1.12820462189433
"BOOKER","unite America",1,0.69388482160753
"BOOKER","unite as",1,1.12820462189433
"BOOKER","United in",1,1.12820462189433
"BOOKER","united that",1,1.12820462189433
"BOOKER","uniting the",1,0.69388482160753
"BOOKER","unity in",1,0.601399349977894
"BOOKER","universal health",1,0.05039729233322
"BOOKER","unjustly incarcerated",1,1.12820462189433
