"Speaker","Unigram","n","log_odds"
"KAMALA HARRIS","currently",2,0.194663470167568
"KAMALA HARRIS","D.A",2,1.35874995236192
"KAMALA HARRIS","days",2,0.0213588914644832
"KAMALA HARRIS","Deal",2,0.52926450436129
"KAMALA HARRIS","decades",2,0.186080832395771
"KAMALA HARRIS","decided",2,0.139323150383132
"KAMALA HARRIS","decisions",2,0.0383924582588571
"KAMALA HARRIS","deductible",2,0.480068343218778
"KAMALA HARRIS","deductibles",2,0.378375365073453
"KAMALA HARRIS","defeat",2,0.116909628338912
"KAMALA HARRIS","deportation",2,0.3146173482757
"KAMALA HARRIS","described",2,0.155925559915937
"KAMALA HARRIS","difference",2,-0.0140026637381502
"KAMALA HARRIS","difficult",2,0.056415678372713
"KAMALA HARRIS","dignity",2,0.209793304304716
"KAMALA HARRIS","direct",2,0.130349360206753
"KAMALA HARRIS","disagreed",2,0.311034032883597
"KAMALA HARRIS","Do",2,-0.0165732904924215
"KAMALA HARRIS","drills",2,1.19222880951463
"KAMALA HARRIS","due",2,0.146866191440491
"KAMALA HARRIS","effective",2,0.116343320775512
"KAMALA HARRIS","El",2,0.282654550430533
"KAMALA HARRIS","employers",2,0.163099825503315
"KAMALA HARRIS","endorsed",2,0.169846283680967
"KAMALA HARRIS","enforcement",2,0.0875854427074579
"KAMALA HARRIS","ensure",2,0.197254668021441
"KAMALA HARRIS","equal",2,0.113563575377019
"KAMALA HARRIS","equally",2,0.390352925842823
"KAMALA HARRIS","everything",2,-0.0130390565581978
"KAMALA HARRIS","facility",2,0.469605136342611
"KAMALA HARRIS","fail",2,0.205443707121391
"KAMALA HARRIS","failed",2,0.080116886011611
"KAMALA HARRIS","fancy",2,0.663334089155416
"KAMALA HARRIS","farmers",2,0.126484238770309
"KAMALA HARRIS","Fast",2,0.759015845193893
"KAMALA HARRIS","fathers",2,0.279867478815998
"KAMALA HARRIS","favor",2,0.0578732319729522
"KAMALA HARRIS","federal",2,-0.0871601951542268
"KAMALA HARRIS","few",2,0.00987440699660803
"KAMALA HARRIS","fiction",2,0.638329909056517
"KAMALA HARRIS","fined",2,0.759015845193893
"KAMALA HARRIS","fire",2,0.169846283680967
"KAMALA HARRIS","First",2,0.0221501386698652
"KAMALA HARRIS","fix",2,0.0499998009099846
"KAMALA HARRIS","folks",2,0.00411748426451182
"KAMALA HARRIS","former",2,0.0508111558390523
"KAMALA HARRIS","fought",2,0.0718407998404349
"KAMALA HARRIS","friend",2,0.0851586945168037
"KAMALA HARRIS","funerals",2,0.98070677507095
"KAMALA HARRIS","General",2,0.0786212373131886
"KAMALA HARRIS","girl",2,0.357006140870612
"KAMALA HARRIS","gives",2,0.131674616947664
"KAMALA HARRIS","giving",2,0.0473468263283181
"KAMALA HARRIS","glass",2,0.595379854543344
"KAMALA HARRIS","God",2,0.0614712743218581
"KAMALA HARRIS","Governor",2,-0.223214848846387
"KAMALA HARRIS","greatness",2,0.367296412481836
"KAMALA HARRIS","Green",2,0.378375365073453
"KAMALA HARRIS","halls",2,0.559633870663377
"KAMALA HARRIS","hand",2,0.0652201394946667
"KAMALA HARRIS","happen",2,-0.0161716612348616
"KAMALA HARRIS","hate",2,0.164035371046378
"KAMALA HARRIS","he's",2,-0.0541741876322138
"KAMALA HARRIS","head",2,0.0875854427074579
"KAMALA HARRIS","hear",2,0.00152228765319015
"KAMALA HARRIS","heard",2,0.012170028681176
"KAMALA HARRIS","here's",2,0.0541317549826199
"KAMALA HARRIS","Hey",2,0.322093282651908
"KAMALA HARRIS","history",2,-0.0060239214515911
"KAMALA HARRIS","History",2,1.07197975037708
"KAMALA HARRIS","holds",2,0.425173668914255
"KAMALA HARRIS","homes",2,0.12338306500045
"KAMALA HARRIS","homicide",2,0.722923644174391
"KAMALA HARRIS","hopes",2,0.322093282651908
"KAMALA HARRIS","hugged",2,1.35874995236192
"KAMALA HARRIS","I'll",2,-0.0785744808610427
"KAMALA HARRIS","ICE's",2,1.59519663341192
"KAMALA HARRIS","ideas",2,0.0746331119326976
"KAMALA HARRIS","immediate",2,0.288426930626065
"KAMALA HARRIS","indicted",2,0.52926450436129
"KAMALA HARRIS","inside",2,0.190895926549109
"KAMALA HARRIS","intellectual",2,0.3146173482757
"KAMALA HARRIS","interest",2,-0.00690969409433205
"KAMALA HARRIS","investigations",2,0.638329909056517
"KAMALA HARRIS","investing",2,0.202641476381378
"KAMALA HARRIS","Joe",2,0.114112753235869
"KAMALA HARRIS","John",2,-0.0599113128261296
"KAMALA HARRIS","join",2,0.0926462908222388
"KAMALA HARRIS","judge",2,0.17709294438415
"KAMALA HARRIS","kamalaharris.org",2,1.59519663341192
"KAMALA HARRIS","Kathleen",2,0.98070677507095
"KAMALA HARRIS","laws",2,0.0159992952909308
"KAMALA HARRIS","lead",2,-0.0168401746988088
"KAMALA HARRIS","least",2,0.0489292319909492
"KAMALA HARRIS","less",2,-0.00646778976043228
"KAMALA HARRIS","Let's",2,-0.0412472743463822
"KAMALA HARRIS","life",2,-0.0991660805533115
"KAMALA HARRIS","likely",2,0.160346368378601
"KAMALA HARRIS","line",2,-0.00661530844658385
"KAMALA HARRIS","listened",2,0.291417826149586
"KAMALA HARRIS","mass",2,0.133698828463968
"KAMALA HARRIS","math",2,0.17709294438415
"KAMALA HARRIS","measuring",2,0.663334089155416
"KAMALA HARRIS","meetings",2,0.232834622482171
"KAMALA HARRIS","member",2,0.120383534317143
"KAMALA HARRIS","memo",2,0.98070677507095
"KAMALA HARRIS","midst",2,0.441556826327125
"KAMALA HARRIS","millions",2,0.0134293863843237
"KAMALA HARRIS","mirror",2,0.759015845193893
"KAMALA HARRIS","nature",2,0.206873590809252
"KAMALA HARRIS","new",2,-0.0940580853792699
"KAMALA HARRIS","New",2,-0.0929438401378915
"KAMALA HARRIS","numbers",2,0.1103366516816
"KAMALA HARRIS","obviously",2,0.0608614666172293
"KAMALA HARRIS","Of",2,0.105202064873697
"KAMALA HARRIS","offenders",2,0.615807793633819
"KAMALA HARRIS","offer",2,0.150061290299673
"KAMALA HARRIS","offering",2,0.325996439922166
"KAMALA HARRIS","Oh",2,0.107220961593449
"KAMALA HARRIS","old",2,0.0251784919661595
"KAMALA HARRIS","One",2,-0.0108016077617638
"KAMALA HARRIS","opposed",2,0.040065851469298
"KAMALA HARRIS","option",2,0.163099825503315
"KAMALA HARRIS","order",2,-0.0186892710791423
"KAMALA HARRIS","other",2,-0.173392029924888
"KAMALA HARRIS","Our",2,-0.0076418902483947
"KAMALA HARRIS","page",2,0.204033157420582
"KAMALA HARRIS","paraphrase",2,0.800766922612365
"KAMALA HARRIS","Paris",2,0.3146173482757
"KAMALA HARRIS","Paso",2,0.480068343218778
"KAMALA HARRIS","pass",2,0.0442627770879599
"KAMALA HARRIS","perceive",2,0.849825969261102
"KAMALA HARRIS","ph",2,0.137173967493175
"KAMALA HARRIS","pharmaceutical",2,0.26682476084284
"KAMALA HARRIS","photographs",2,1.35874995236192
"KAMALA HARRIS","predators",2,0.759015845193893
"KAMALA HARRIS","predatory",2,0.515692988659191
"KAMALA HARRIS","prepared",2,0.0812553281437207
"KAMALA HARRIS","preserve",2,0.234683811639177
"KAMALA HARRIS","promises",2,0.146866191440491
"KAMALA HARRIS","proposing",2,0.195950877096841
"KAMALA HARRIS","prosecuted",2,0.39671911443763
"KAMALA HARRIS","protection",2,0.159445764803936
"KAMALA HARRIS","Public",2,0.469605136342611
"KAMALA HARRIS","quo",2,0.318302069585279
"KAMALA HARRIS","racial",2,0.135768264871058
"KAMALA HARRIS","re",2,0.186080832395771
"KAMALA HARRIS","read",2,0.0704767720743131
"KAMALA HARRIS","ready",2,0.0732260220264372
"KAMALA HARRIS","recognizes",2,0.390352925842823
"KAMALA HARRIS","record",2,-0.0600016255277307
"KAMALA HARRIS","reentering",2,1.59519663341192
"KAMALA HARRIS","reflective",2,0.98070677507095
"KAMALA HARRIS","reforming",2,0.41030234290245
"KAMALA HARRIS","relationship",2,0.0879963958521877
"KAMALA HARRIS","remain",2,0.193392078782497
"KAMALA HARRIS","report",2,0.126484238770309
"KAMALA HARRIS","Republicans",2,-0.0443867412979927
"KAMALA HARRIS","reputations",2,1.59519663341192
"KAMALA HARRIS","require",2,0.123994961286713
"KAMALA HARRIS","resources",2,0.0917826549939504
"KAMALA HARRIS","rotting",2,0.98070677507095
"KAMALA HARRIS","Sebelius",2,1.07197975037708
"KAMALA HARRIS","Second",2,0.0900800269181903
"KAMALA HARRIS","segregationists",2,1.59519663341192
"KAMALA HARRIS","sell",2,0.164035371046378
"KAMALA HARRIS","seniors",2,0.106711981234855
"KAMALA HARRIS","separates",2,0.638329909056517
"KAMALA HARRIS","seriously",2,0.17709294438415
"KAMALA HARRIS","sister",2,0.441556826327125
"KAMALA HARRIS","sky",2,0.595379854543344
"KAMALA HARRIS","sliding",2,1.07197975037708
"KAMALA HARRIS","special",2,0.0071224384514678
"KAMALA HARRIS","speeches",2,0.257335943477129
"KAMALA HARRIS","standing",2,0.0636389573541205
"KAMALA HARRIS","start",2,-0.0615266847658408
"KAMALA HARRIS","stop",2,-0.0226701072121874
"KAMALA HARRIS","students",2,0.122775232570775
"KAMALA HARRIS","sure",2,-0.126738916567986
"KAMALA HARRIS","table",2,0.0555523825123985
"KAMALA HARRIS","taken",2,0.0158134021174071
"KAMALA HARRIS","taking",2,-0.00923414744911179
"KAMALA HARRIS","task",2,0.297624286888669
"KAMALA HARRIS","thank",2,-0.0690465551485477
"KAMALA HARRIS","they've",2,0.0351349747587048
"KAMALA HARRIS","third",2,0.0698025038204405
"KAMALA HARRIS","though",2,0.0308914969838979
"KAMALA HARRIS","together",2,-0.0683738673365695
"KAMALA HARRIS","told",2,0.0178786161805237
"KAMALA HARRIS","town",2,0.121571556063298
"KAMALA HARRIS","tracking",2,0.595379854543344
"KAMALA HARRIS","transition",2,0.229226964430851
"KAMALA HARRIS","Trump's",2,0.24856598218492
"KAMALA HARRIS","try",2,-0.0571698087718951
"KAMALA HARRIS","TSU",2,1.07197975037708
"KAMALA HARRIS","turn",2,-0.00178268542313161
"KAMALA HARRIS","turning",2,0.269321736109698
"KAMALA HARRIS","tweet",2,0.595379854543344
"KAMALA HARRIS","Under",2,0.160346368378601
"KAMALA HARRIS","understanding",2,0.157669500037368
"KAMALA HARRIS","use",2,-0.0590954308647858
"KAMALA HARRIS","values",2,0.0241580730121225
"KAMALA HARRIS","victim",2,0.480068343218778
"KAMALA HARRIS","wakes",2,1.35874995236192
"KAMALA HARRIS","walk",2,0.138601234496619
"KAMALA HARRIS","walked",2,0.269321736109698
"KAMALA HARRIS","wanted",2,0.0125281497926895
"KAMALA HARRIS","watching",2,0.103717052182618
"KAMALA HARRIS","we're",2,-0.226300537360689
"KAMALA HARRIS","wear",2,0.459734224237889
"KAMALA HARRIS","well",2,-0.116194068151956
"KAMALA HARRIS","Who",2,0.108765366380457
"KAMALA HARRIS","whom",2,0.183756925986487
"KAMALA HARRIS","worked",2,-0.0137282755763413
"KAMALA HARRIS","workers",2,0.0152579023606419
"KAMALA HARRIS","write",2,0.176024493251178
"KAMALA HARRIS","written",2,0.178173054114958
"KAMALA HARRIS","Yeah",2,0.0863638176724089
"KAMALA HARRIS","yours",2,0.215887132762074
"BOOKER","10",1,-0.0623419648032837
"BOOKER","18",1,0.0416529460465051
"BOOKER","1850",1,1.12823941664108
"BOOKER","1970s",1,0.272840958851771
"BOOKER","2",1,-0.0234560712385781
"BOOKER","2002",1,0.145191752507141
"BOOKER","2015",1,0.22129847612144
"BOOKER","3,000",1,0.139605138784534
"BOOKER","30",1,-0.0767842016732686
"BOOKER","40",1,0.00453745872176749
"BOOKER","400",1,0.120864653142974
"BOOKER","5",1,0.00716726637342082
"BOOKER","70",1,0.072203823883739
"BOOKER","80",1,0.070938160100057
"BOOKER","87",1,0.203347504805758
"BOOKER","95",1,0.13783608597521
"BOOKER","ability",1,0.00368370696964847
"BOOKER","able",1,-0.122866741565069
"BOOKER","accomplished",1,0.134425596065146
"BOOKER","accord",1,0.537321210333913
"BOOKER","achieve",1,0.0550333982135603
"BOOKER","act",1,-0.00560703413729698
"BOOKER","Act",1,-0.0121241161214493
"BOOKER","actions",1,0.0775437768366538
"BOOKER","activate",1,1.12823941664108
"BOOKER","active",1,0.100939602218372
"BOOKER","actual",1,0.170316068320049
"BOOKER","Actually",1,0.111921135024505
"BOOKER","add",1,-0.00297089376647399
"BOOKER","advances",1,0.356595541623216
"BOOKER","advice",1,0.0826268919710569
"BOOKER","affect",1,0.0715677341117604
"BOOKER","affected",1,0.132780546998138
"BOOKER","affecting",1,0.257213763936278
"BOOKER","affirm",1,0.601472128759719
"BOOKER","affirms",1,1.12823941664108
"BOOKER","afford",1,-0.00523662191717416
"BOOKER","affordable",1,0.0540754961978908
"BOOKER","Affordable",1,0.113127609583347
"BOOKER","aftermath",1,0.207503001844035
"BOOKER","ag",1,0.843430668225529
"BOOKER","agendas",1,0.421767096290443
"BOOKER","agreed",1,0.0368117585468361
"BOOKER","agricultural",1,0.126564278578159
"BOOKER","aid",1,0.027215903588339
"BOOKER","Aid",1,0.452089866421092
"BOOKER","aisle",1,0.107304638755915
"BOOKER","altar",1,0.489506042082134
"BOOKER","America's",1,0.00180209466866549
"BOOKER","amongst",1,0.19938374168258
"BOOKER","An",1,0.134425596065146
"BOOKER","anguish",1,0.537321210333913
"BOOKER","annoys",1,0.693948348035323
"BOOKER","anthem",1,0.291203330436398
"BOOKER","antitrust",1,0.264730367822415
"BOOKER","any",1,-0.155602381649289
"BOOKER","anybody",1,-0.0271044842082536
"BOOKER","anywhere",1,0.0580010269087899
"BOOKER","applause",1,-0.216367617025888
"BOOKER","appoint",1,0.0811316515537924
"BOOKER","arithmetic",1,0.421767096290443
"BOOKER","arrest",1,0.34039521169214
"BOOKER","arrested",1,0.175928763796152
"BOOKER","artificial",1,0.237573040909058
"BOOKER","ascended",1,1.12823941664108
"BOOKER","asked",1,-0.0682750492343853
"BOOKER","assaulting",1,0.843430668225529
"BOOKER","astonishing",1,0.452089866421092
"BOOKER","asylum",1,0.181970152652547
"BOOKER","attacked",1,0.0393708815980178
"BOOKER","attacking",1,0.100939602218372
"BOOKER","attitude",1,0.109572366513801
"BOOKER","authority",1,0.0303592357414982
"BOOKER","average",1,0.0144981776905155
"BOOKER","awaken",1,1.12823941664108
"BOOKER","awful",1,0.149172053679553
"BOOKER","baby",1,0.0942302809134011
"BOOKER","background",1,0.0408827531415966
"BOOKER","badge",1,0.843430668225529
"BOOKER","balance",1,0.0094425811624971
"BOOKER","balances",1,0.291203330436398
"BOOKER","Baltimore",1,0.188501409926263
"BOOKER","battles",1,0.291203330436398
"BOOKER","battling",1,0.421767096290443
"BOOKER","Beat",1,1.12823941664108
"BOOKER","became",1,0.039745360241163
"BOOKER","become",1,-0.0368713509851459
"BOOKER","belief",1,0.084939200862302
"BOOKER","below",1,0.128066685853346
"BOOKER","between",1,-0.08223511402024
"BOOKER","biased",1,0.843430668225529
"BOOKER","Biden",1,-0.00335379537483015
"BOOKER","bigger",1,0.0269101508302429
"BOOKER","billions",1,0.0310075094381034
"BOOKER","bipartisan",1,0.0460720300589208
"BOOKER","bit",1,-0.0121241161214493
"BOOKER","blacks",1,0.237573040909058
"BOOKER","Blasio",1,0.231825907861691
"BOOKER","block",1,0.134425596065146
"BOOKER","bolder",1,0.326053765975687
"BOOKER","bonds",1,0.291203330436398
"BOOKER","boomers",1,0.264730367822415
"BOOKER","bragging",1,0.537321210333913
"BOOKER","brain",1,0.195596796474321
"BOOKER","brave",1,0.131173398360284
"BOOKER","bravest",1,0.601472128759719
"BOOKER","breakout",1,0.843430668225529
"BOOKER","Brian",1,0.145191752507141
"BOOKER","brief",1,0.145191752507141
"BOOKER","built",1,0.0284541851236259
"BOOKER","bullies",1,0.693948348035323
"BOOKER","bunch",1,0.0761648539475723
"BOOKER","burning",1,0.257213763936278
"BOOKER","business",1,-0.0842089665895346
"BOOKER","businesses",1,-0.0238862131182657
"BOOKER","butchering",1,1.12823941664108
"BOOKER","buy",1,-0.0215627919517641
"BOOKER","cages",1,0.264730367822415
"BOOKER","Canada",1,0.0841588808715527
"BOOKER","candidates",1,-0.0943750033834244
"BOOKER","capture",1,0.19938374168258
"BOOKER","Care",1,0.0775437768366538
"BOOKER","carnage",1,0.452089866421092
"BOOKER","Carolina",1,-0.0169978543640138
"BOOKER","ceiling",1,0.129602598895192
"BOOKER","central",1,0.0761648539475723
"BOOKER","champion",1,0.211866985122837
"BOOKER","changed",1,0.00263178608269799
"BOOKER","charge",1,0.0245167056403732
"BOOKER","Charleston",1,0.13783608597521
"BOOKER","chew",1,0.452089866421092
"BOOKER","child",1,-0.0391355247586081
"BOOKER","church",1,0.0531324405370706
"BOOKER","citizenry",1,0.489506042082134
"BOOKER","Citizens",1,0.143280785871567
"BOOKER","citizenship",1,0.0333316165560543
"BOOKER","city's",1,0.693948348035323
"BOOKER","claimed",1,0.264730367822415
"BOOKER","clemency",1,0.601472128759719
"BOOKER","closed",1,0.0960764994301933
"BOOKER","coalition",1,0.0405012664127377
"BOOKER","coin",1,0.155580070863162
"BOOKER","colleague",1,0.0960764994301933
"BOOKER","combined",1,0.149172053679553
"BOOKER","Commission",1,0.085729376753951
"BOOKER","compare",1,0.157845349750885
"BOOKER","compete",1,0.0574962666090474
"BOOKER","compliance",1,0.452089866421092
"BOOKER","comprehensive",1,0.0227799540333784
"BOOKER","concentration",1,0.34039521169214
"BOOKER","condemn",1,0.257213763936278
"BOOKER","conditions",1,0.0512890780232013
"BOOKER","Congressman",1,-0.0813460129591574
"BOOKER","Connecticut",1,0.211866985122837
"BOOKER","constituency",1,0.537321210333913
"BOOKER","consumer",1,0.141419333867176
"BOOKER","convenient",1,0.396535523642036
"BOOKER","conversation",1,0.0175769190484556
"BOOKER","conversations",1,0.185170252315214
"BOOKER","correct",1,0.0275231674474175
"BOOKER","corybooker.com",1,1.12823941664108
"BOOKER","cosponsor",1,0.396535523642036
"BOOKER","cost",1,-0.0547449022193358
"BOOKER","count",1,0.102992653760592
"BOOKER","couple",1,-0.00634190630613517
"BOOKER","court",1,0.0194442790672329
"BOOKER","covered",1,0.0678836656274007
"BOOKER","Create",1,0.537321210333913
"BOOKER","creates",1,0.105112930986683
"BOOKER","crimes",1,0.0600629701040069
"BOOKER","criminalizing",1,0.843430668225529
"BOOKER","criminally",1,0.375103414076445
"BOOKER","cross",1,0.111921135024505
"BOOKER","crowded",1,0.375103414076445
"BOOKER","crying",1,0.356595541623216
"BOOKER","customs",1,0.843430668225529
"BOOKER","Dagnab",1,1.12823941664108
"BOOKER","dagnabbit",1,1.12823941664108
"BOOKER","dammed",1,1.12823941664108
"BOOKER","Dana",1,0.0942302809134011
"BOOKER","De",1,0.601472128759719
"BOOKER","dead",1,0.0979777124399249
"BOOKER","deadline",1,0.375103414076445
"BOOKER","deals",1,0.0378954639845474
"BOOKER","dealt",1,0.0873402609586887
"BOOKER","Debbie",1,0.843430668225529
"BOOKER","decade",1,0.065545191789927
"BOOKER","deciding",1,0.173072224464453
"BOOKER","deeds",1,0.601472128759719
"BOOKER","deep",1,0.0906914032959161
"BOOKER","demagogues",1,0.693948348035323
"BOOKER","demean",1,0.537321210333913
"BOOKER","Democrat",1,0.013999193481131
"BOOKER","demonize",1,0.489506042082134
"BOOKER","demonstrably",1,0.537321210333913
"BOOKER","demoralizing",1,0.843430668225529
"BOOKER","denied",1,0.145191752507141
"BOOKER","department",1,0.143280785871567
"BOOKER","Depression",1,0.147154647285531
"BOOKER","deserves",1,0.122245396722596
"BOOKER","desperately",1,0.128066685853346
"BOOKER","destabilize",1,0.264730367822415
"BOOKER","destiny",1,0.226411719145517
"BOOKER","destroyed",1,0.118185107675462
"BOOKER","details",1,0.136110192363016
"BOOKER","detention",1,0.257213763936278
"BOOKER","dictators",1,0.132780546998138
"BOOKER","die",1,0.0873402609586887
"BOOKER","differences",1,0.0110841136578668
"BOOKER","different",1,-0.0805993610560185
"BOOKER","dipping",1,0.537321210333913
"BOOKER","directly",1,0.046490112192469
"BOOKER","disagree",1,-0.00141724737471031
"BOOKER","disconnected",1,0.693948348035323
"BOOKER","disgusting",1,0.326053765975687
"BOOKER","disinvesting",1,0.843430668225529
"BOOKER","disparities",1,0.281630782265366
"BOOKER","dividing",1,0.291203330436398
"BOOKER","dodge",1,0.537321210333913
"BOOKER","does",1,-0.093977511861039
"BOOKER","DOJ",1,1.12823941664108
"BOOKER","dollars",1,-0.0628806204983269
"BOOKER","dominated",1,0.211866985122837
"BOOKER","donors",1,0.136110192363016
"BOOKER","down",1,-0.156956944926862
"BOOKER","drive",1,0.0754867610309738
"BOOKER","driven",1,0.113127609583347
"BOOKER","drop",1,0.105112930986683
"BOOKER","drug",1,-0.0243138901875299
"BOOKER","due",1,0.0522037787580726
"BOOKER","during",1,-0.0316257384953258
"BOOKER","Duterte",1,1.12823941664108
"BOOKER","earlier",1,-0.000626791495271168
"BOOKER","economic",1,-0.0789378570479455
"BOOKER","effect",1,0.0456567971676231
"BOOKER","eighteen",1,0.537321210333913
"BOOKER","Eighty",1,0.281630782265366
"BOOKER","elect",1,0.0605895464268089
"BOOKER","elected",1,-0.03391667271183
"BOOKER","embarrassing",1,0.375103414076445
"BOOKER","embraced",1,0.22129847612144
"BOOKER","employment",1,0.0881614729564507
"BOOKER","endorsed",1,0.065545191789927
"BOOKER","enemy",1,0.0555180636583238
"BOOKER","enforce",1,0.0251065105129579
"BOOKER","enforcement",1,0.0162759734115442
"BOOKER","engage",1,0.0667032584505525
"BOOKER","enjoying",1,0.272840958851771
"BOOKER","entire",1,-0.00955522121903904
"BOOKER","entrepreneurial",1,0.226411719145517
"BOOKER","equality",1,0.111921135024505
"BOOKER","eroding",1,0.489506042082134
"BOOKER","evaluated",1,0.421767096290443
"BOOKER","Everybody",1,0.0696980505343393
"BOOKER","Everyone",1,0.132780546998138
"BOOKER","everywhere",1,0.132780546998138
"BOOKER","evidence",1,0.0590232747358174
"BOOKER","evolved",1,0.291203330436398
"BOOKER","executives",1,0.160181228566296
"BOOKER","existential",1,0.281630782265366
"BOOKER","exists",1,0.0915577621166958
"BOOKER","expanded",1,0.136110192363016
"BOOKER","expansion",1,0.139605138784534
"BOOKER","expectancy",1,0.34039521169214
"BOOKER","expeditiously",1,0.843430668225529
"BOOKER","extraordinary",1,0.0494999200275945
"BOOKER","extremism",1,0.207503001844035
"BOOKER","eyes",1,0.105112930986683
"BOOKER","face",1,-0.0243138901875299
"BOOKER","facilities",1,0.153381681441794
"BOOKER","failure",1,0.0522037787580726
"BOOKER","families",1,-0.0728221758013805
"BOOKER","farmers",1,0.0401221454033515
"BOOKER","fates",1,0.843430668225529
"BOOKER","favor",1,-0.00277862889954584
"BOOKER","federal",1,-0.10886527180819
"BOOKER","Federal",1,-0.0127935842050396
"BOOKER","feel",1,-0.0331604438267236
"BOOKER","feels",1,0.15124674089013
"BOOKER","fifty",1,0.153381681441794
"BOOKER","Fifty",1,0.281630782265366
"BOOKER","Fight",1,0.601472128759719
"BOOKER","filibuster",1,0.22129847612144
"BOOKER","finally",1,-0.00200406004315536
"BOOKER","finds",1,0.291203330436398
"BOOKER","firearm",1,0.537321210333913
"BOOKER","five",1,-0.0442602873029683
"BOOKER","flavor",1,0.537321210333913
"BOOKER","Flint",1,0.084939200862302
"BOOKER","floor",1,0.0590232747358174
"BOOKER","focus",1,0.00475263417679826
"BOOKER","follow",1,-0.036507953680917
"BOOKER","For",1,-0.0127935842050396
"BOOKER","forget",1,0.0690872693971725
"BOOKER","formal",1,0.281630782265366
"BOOKER","formed",1,0.211866985122837
"BOOKER","former",1,-0.00742969188655028
"BOOKER","frame",1,0.21645834525034
"BOOKER","freedom",1,-0.0285965880644474
"BOOKER","friends",1,-0.0199219440089032
"BOOKER","frustrated",1,0.160181228566296
"BOOKER","frustration",1,0.21645834525034
"BOOKER","full",1,0.0101410041429869
"BOOKER","fully",1,0.0494999200275945
"BOOKER","funded",1,0.0979777124399249
"BOOKER","gave",1,-0.0127935842050396
"BOOKER","GDP",1,0.119511555149475
"BOOKER","generals",1,0.106199578742422
"BOOKER","generation",1,0.00898110872599533
"BOOKER","genius",1,0.34039521169214
"BOOKER","given",1,-0.0340420077043033
"BOOKER","global",1,0.0167931604023929
"BOOKER","goal",1,0.0420417148081245
"BOOKER","good",1,-0.152253497423381
"BOOKER","gotten",1,0.0219293018745878
"BOOKER","governments",1,0.0761648539475723
"BOOKER","Governor",1,-0.224177135927882
"BOOKER","Gracias",1,0.693948348035323
"BOOKER","grandfather",1,0.160181228566296
"BOOKER","grandmother",1,0.191973338113942
"BOOKER","great",1,-0.12202002694004
"BOOKER","greater",1,0.04819174284193
"BOOKER","greatest",1,0.00518510564733241
"BOOKER","Greenland",1,1.12823941664108
"BOOKER","Greenpeace",1,1.12823941664108
"BOOKER","greet",1,0.843430668225529
"BOOKER","growing",1,0.0064998631563537
"BOOKER","guilty",1,0.147154647285531
"BOOKER","gum",1,0.537321210333913
"BOOKER","gunshots",1,1.12823941664108
"BOOKER","gynecological",1,1.12823941664108
"BOOKER","hair",1,0.264730367822415
"BOOKER","hall",1,0.0873402609586887
"BOOKER","Halliburton",1,0.264730367822415
"BOOKER","handful",1,0.191973338113942
"BOOKER","hands",1,0.000982617978905114
"BOOKER","happen",1,-0.0541560075303569
"BOOKER","happened",1,-0.0452483652423347
"BOOKER","happens",1,0.0120412036141288
"BOOKER","harder",1,0.0761648539475723
"BOOKER","harms",1,0.693948348035323
"BOOKER","Harrison",1,1.12823941664108
"BOOKER","Harvey",1,1.12823941664108
"BOOKER","hate",1,0.0621971265329509
"BOOKER","haven't",1,-0.0283274581184114
"BOOKER","He",1,-0.131212712812705
"BOOKER","he's",1,-0.0828237551346584
"BOOKER","He's",1,-0.0139501199907683
"BOOKER","heal",1,0.175928763796152
"BOOKER","Healthcare",1,0.693948348035323
"BOOKER","heard",1,-0.0337911381248193
"BOOKER","held",1,0.0222115734774615
"BOOKER","hell",1,0.149172053679553
"BOOKER","helping",1,0.027215903588339
"BOOKER","here's",1,-0.00523662191717416
"BOOKER","highest",1,0.0227799540333784
"BOOKER","himself",1,0.072203823883739
"BOOKER","holds",1,0.203347504805758
"BOOKER","holistic",1,0.693948348035323
"BOOKER","homeless",1,0.21645834525034
"BOOKER","honors",1,0.489506042082134
"BOOKER","hope",1,-0.0548426747370552
"BOOKER","hostility",1,0.356595541623216
"BOOKER","hosting",1,0.160181228566296
"BOOKER","hottest",1,0.537321210333913
"BOOKER","humane",1,0.226411719145517
"BOOKER","Hurricane",1,0.356595541623216
"BOOKER","hurts",1,0.181970152652547
"BOOKER","idea",1,-0.0601557461880066
"BOOKER","illness",1,0.257213763936278
"BOOKER","impossible",1,0.100939602218372
"BOOKER","In",1,-0.113020294119129
"BOOKER","incarceration",1,0.173072224464453
"BOOKER","incentives",1,0.0667032584505525
"BOOKER","including",1,-0.0320122513853449
"BOOKER","increased",1,0.0526663379117195
"BOOKER","incredibly",1,0.128066685853346
"BOOKER","independent",1,0.0360997814130669
"BOOKER","indicators",1,0.537321210333913
"BOOKER","indivisible",1,0.693948348035323
"BOOKER","industry",1,-0.0109370084985719
"BOOKER","infested",1,0.693948348035323
"BOOKER","influence",1,0.0319928550382122
"BOOKER","inherited",1,0.19938374168258
"BOOKER","innocent",1,0.110736288609851
"BOOKER","Inslee",1,0.195596796474321
"BOOKER","instances",1,0.173072224464453
"BOOKER","intentions",1,0.226411719145517
"BOOKER","international",1,0.01375115227752
"BOOKER","interrupt",1,0.147154647285531
"BOOKER","investing",1,0.0841588808715527
"BOOKER","invisible",1,0.375103414076445
"BOOKER","invoke",1,0.356595541623216
"BOOKER","Iowa",1,-0.0368713509851459
